event,meet,stroke,gender,distance,source_file,meet_category,records,entries
25,2021 Toyota U S Open   Complete Meet Results,Breaststroke,Women,200,2021-toyota-u-s-open---complete-meet-results.pdf,national-championships,"[['World', '2:18.95', '7/30/2021', 'Tatjana Schoenmaker', 'RSA'], ['American', '2:19.59', '8/2/2012', 'Rebecca Soni', 'USA Olympic Team'], ['U.S. Open', '2:20.38', '7/7/2009', 'Rebecca Soni', 'Trojan']]",[]
26,2021 Toyota U S Open   Complete Meet Results,Breaststroke,Men,200,2021-toyota-u-s-open---complete-meet-results.pdf,national-championships,"[['World', '2:06.12', '7/26/2019', 'Anton Chupkov', 'RUS'], ['American', '2:07.17', '6/30/2016', 'Josh Prenot', 'Cal Aquatics'], ['U.S. Open', '2:07.17', '6/30/2016', 'Josh Prenot', 'Cal Aquatics']]",[]
27,2021 Toyota U S Open   Complete Meet Results,Butterfly,Women,200,2021-toyota-u-s-open---complete-meet-results.pdf,national-championships,"[['World', '2:01.81', '10/21/2009', 'Zige Liu', 'CHN'], ['American', '2:04.14', '7/30/2009', 'Mary Descenza', 'USA'], ['U.S. Open', '2:05.85', '6/17/2021', 'Hali Flickinger', 'Sun Devil-AZ']]",[]
28,2021 Toyota U S Open   Complete Meet Results,Butterfly,Men,200,2021-toyota-u-s-open---complete-meet-results.pdf,national-championships,"[['World', '1:50.73', '7/24/2019', 'Kristof Milak', 'HUN'], ['American', '1:51.51', '7/29/2009', 'Michael Phelps', 'USA'], ['U.S. Open', '1:52.20', '7/2/2008', 'Michael Phelps', 'Club Wolverine']]",[]
1,Toyota U S Open Complete Meet Results,Freestyle,Women,800,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '8:04.79', '8/7/2016', 'Katie Ledecky', 'USA'], ['American', '8:04.79', '8/7/2016', 'Katie Ledecky', 'USA']]",[]
2,Toyota U S Open Complete Meet Results,Freestyle,Men,800,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '7:32.12', '7/29/2009', 'Lin Zhang', 'CHN'], ['American', '7:43.60', '7/31/2013', 'Michael McBroom', 'USA'], ['U.S. Open', '7:44.57', '7/29/2018', 'Zane Grothe', 'Mission Viejo Na']]",[]
3,Toyota U S Open Complete Meet Results,Freestyle,Women,400,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '3:56.46', '8/7/2016', 'Katie Ledecky', 'USA'], ['American', '3:56.46', '8/7/2016', 'Katie Ledecky', 'USA'], ['U.S. Open', '3:57.94', '5/17/2018', 'Katie Ledecky', 'Stanford']]",[]
4,Toyota U S Open Complete Meet Results,Freestyle,Men,400,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '3:40.07', '7/26/2009', 'Paul Biederman', 'GER'], ['American', '3:42.78', '8/10/2008', 'Larsen Jensen', 'USA'], ['U.S. Open', '3:43.53', '6/29/2008', 'Larsen Jensen', 'Trojan']]",[]
5,Toyota U S Open Complete Meet Results,IM,Women,200,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '2:06.12', '8/3/2015', 'Katinka Hosszu', 'HUN'], ['American', '2:06.15', '7/27/2009', 'Ariana Kukors', 'USA'], ['U.S. Open', '2:08.32', '7/29/2018', 'Kathleen Baker', 'Team Elite-NC']]",[]
6,Toyota U S Open Complete Meet Results,IM,Men,200,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '1:54.00', '7/28/2011', 'Ryan Lochte', 'USA'], ['American', '1:54.00', '7/28/2011', 'Ryan Lochte', 'USA'], ['U.S. Open', '1:54.56', '7/10/2009', 'Ryan Lochte', 'Daytona Beach']]",[]
7,Toyota U S Open Complete Meet Results,Freestyle,Women,50,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '23.67', '7/29/2017', 'Sarah Sjostrom', 'SWE'], ['American', '23.97', '7/30/2017', 'Simone Manuel', 'USA'], ['U.S. Open', '24.08', '6/1/2019', 'Pernille Blume', 'DEN']]",[]
8,Toyota U S Open Complete Meet Results,Freestyle,Men,50,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '20.91', '12/18/2009', 'Cesar Cielo', 'Filho BRA'], ['American', '21.04', '7/27/2019', 'Caeleb Dressel', 'USA']]",[]
9,Toyota U S Open Complete Meet Results,IM,Women,400,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '4:26.36', '8/6/2016', 'Katinka Hosszu', 'HUN'], ['American', '4:31.12', '6/29/2008', 'Katie Hoff', 'North Baltimore'], ['U.S. Open', '4:31.07', '6/19/2015', 'Katinka Hosszu', 'HUN']]",[]
10,Toyota U S Open Complete Meet Results,IM,Men,400,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '4:03.84', '8/10/2008', 'Michael Phelps', 'USA'], ['American', '4:03.84', '8/10/2008', 'Michael Phelps', 'USA'], ['U.S. Open', '4:05.25', '6/29/2008', 'Michael Phelps', 'Club Wolverine']]",[]
11,Toyota U S Open Complete Meet Results,Butterfly,Women,100,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '55.48', '8/7/2016', 'Sarah Sjostrom', 'SWE'], ['American', '55.98', '7/29/2012', 'Dana Vollmer', 'USA Olympic Team'], ['U.S. Open', '56.38', '1/15/2016', 'Sarah Sjostrom', 'SWE']]",[]
12,Toyota U S Open Complete Meet Results,Butterfly,Men,100,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '49.50', '7/26/2019', 'Caeleb Dressel', 'USA'], ['American', '49.50', '7/26/2019', 'Caeleb Dressel', 'USA'], ['U.S. Open', '50.22', '7/9/2009', 'Michael Phelps', 'North Baltimore']]",[]
13,Toyota U S Open Complete Meet Results,Freestyle,Women,200,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '1:52.98', '7/29/2009', 'Federica Pellegrini', 'ITA'], ['American', '1:53.61', '7/31/2012', 'Allison Schmitt', 'USA Olympic Team'], ['U.S. Open', '1:54.40', '6/25/2012', 'Allison Schmitt', 'North Baltimore']]",[]
14,Toyota U S Open Complete Meet Results,Freestyle,Men,200,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '1:42.00', '7/28/2009', 'Paul Biedermann', 'GER'], ['American', '1:42.96', '8/12/2008', 'Michael Phelps', 'USA'], ['U.S. Open', '1:44.10', '7/1/2008', 'Michael Phelps', 'Club Wolverine']]",[]
15,Toyota U S Open Complete Meet Results,Breaststroke,Women,100,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '1:04.13', '7/25/2017', 'Lilly King', 'USA'], ['American', '1:04.13', '7/25/2017', 'Lilly King', 'USA'], ['U.S. Open', '1:04.45', '8/7/2009', 'Jessica Hardy', 'Trojan']]",[]
16,Toyota U S Open Complete Meet Results,Breaststroke,Men,100,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '56.88', '7/21/2019', 'Adam Peaty', 'GBR'], ['American', '58.64', '7/23/2017', 'Kevin Cordes', 'USA']]",[]
17,Toyota U S Open Complete Meet Results,Backstroke,Women,100,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '57.57', '7/28/2019', 'Regan Smith', 'USA'], ['American', '57.57', '7/28/2019', 'Regan Smith', 'USA'], ['U.S. Open', '58.00', '7/28/2018', 'Kathleen Baker', 'Team Elite-NC']]",[]
18,Toyota U S Open Complete Meet Results,Backstroke,Men,100,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['American', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['U.S. Open', '51.94', '7/8/2009', 'Aaron Peirsol', 'Longhorn']]",[]
19,Toyota U S Open Complete Meet Results,Freestyle,Women,1500,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '15:20.48', '5/17/2018', 'Katie Ledecky', 'Stanford'], ['American', '15:20.48', '5/17/2018', 'Katie Ledecky', 'Stanford'], ['U.S. Open', '15:20.48', '5/17/2018', 'Katie Ledecky', 'Stanford']]",[]
20,Toyota U S Open Complete Meet Results,Freestyle,Men,1500,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '14:31.02', '8/4/2012', 'Yang Sun', 'CHN'], ['American', '14:39.48', '8/13/2016', 'Connor Jaeger', 'USA'], ['U.S. Open', '14:45.54', '7/6/2008', 'Peter Vanderkaay', 'Club Wolverine']]",[]
21,Toyota U S Open Complete Meet Results,Backstroke,Women,200,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '2:03.35', '7/26/2019', 'Regan Smith', 'USA'], ['American', '2:03.35', '7/26/2019', 'Regan Smith', 'USA'], ['U.S. Open', '2:05.68', '6/25/2013', 'Missy Franklin', 'Colorado STARS-C']]",[]
22,Toyota U S Open Complete Meet Results,Backstroke,Men,200,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['American', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['U.S. Open', '1:53.08', '7/11/2009', 'Aaron Peirsol', 'Longhorn']]",[]
23,Toyota U S Open Complete Meet Results,Freestyle,Women,100,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '51.71', '7/23/2017', 'Sarah Sjostrom', 'SWE'], ['American', '52.04', '7/26/2019', 'Simone Manuel', 'USA'], ['U.S. Open', '52.54', '7/25/2018', 'Simone Manuel', 'Stanford Swimmin']]",[]
24,Toyota U S Open Complete Meet Results,Freestyle,Men,100,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '46.91', '7/30/2009', 'Cesar Cielo', 'Filho BRA'], ['American', '46.96', '7/25/2019', 'Caeleb Dressel', 'USA'], ['U.S. Open', '47.39', '7/31/2019', 'Ryan Held', 'New York Athleti']]",[]
25,Toyota U S Open Complete Meet Results,Breaststroke,Women,200,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '2:19.11', '8/1/2013', 'Rikke Moeller', 'Pedersen DEN'], ['American', '2:19.59', '8/2/2012', 'Rebecca Soni', 'USA Olympic Team'], ['U.S. Open', '2:20.38', '7/7/2009', 'Rebecca Soni', 'Trojan']]",[]
26,Toyota U S Open Complete Meet Results,Breaststroke,Men,200,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '2:06.12', '7/26/2019', 'Anton Chupkov', 'RUS'], ['American', '2:07.17', '6/30/2016', 'Josh Prenot', 'Cal Aquatics'], ['U.S. Open', '2:07.17', '6/30/2016', 'Josh Prenot', 'Cal Aquatics']]",[]
27,Toyota U S Open Complete Meet Results,Butterfly,Women,200,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '2:01.81', '10/21/2009', 'Zige Liu', 'CHN'], ['American', '2:04.14', '7/30/2009', 'Mary Descenza', 'USA'], ['U.S. Open', '2:05.87', '7/25/2018', 'Hali Flickinger', 'Athens Bulldog-G']]",[]
28,Toyota U S Open Complete Meet Results,Butterfly,Men,200,toyota-u-s-open-complete-meet-results.pdf,national-championships,"[['World', '1:50.73', '7/24/2019', 'Kristof Milak', 'HUN'], ['American', '1:51.51', '7/29/2009', 'Michael Phelps', 'USA'], ['U.S. Open', '1:52.20', '7/2/2008', 'Michael Phelps', 'Club Wolverine']]",[]
1,Winter Nationals,Freestyle,Women,800,winter-nationals-complete-results.pdf,national-championships,"[['World', '8:04.79', '8/7/2016', 'Katie Ledecky', 'USA'], ['American', '8:04.79', '8/7/2016', 'Katie Ledecky', 'USA']]",[]
2,Winter Nationals,Freestyle,Men,800,winter-nationals-complete-results.pdf,national-championships,"[['World', '7:32.12', '7/29/2009', 'Lin Zhang', 'CHN'], ['American', '7:43.60', '7/31/2013', 'Michael McBroom', 'USA'], ['U.S. Open', '7:44.57', '7/29/2018', 'Zane Grothe', 'Mission Viejo Na']]",[]
3,Winter Nationals,Freestyle,Women,400,winter-nationals-complete-results.pdf,national-championships,"[['World', '3:56.46', '8/7/2016', 'Katie Ledecky', 'USA'], ['American', '3:56.46', '8/7/2016', 'Katie Ledecky', 'USA'], ['U.S. Open', '3:57.94', '5/17/2018', 'Katie Ledecky', 'Stanford']]",[]
4,Winter Nationals,Freestyle,Men,400,winter-nationals-complete-results.pdf,national-championships,"[['World', '3:40.07', '7/26/2009', 'Paul Biederman', 'GER'], ['American', '3:42.78', '8/10/2008', 'Larsen Jensen', 'USA'], ['U.S. Open', '3:43.53', '6/29/2008', 'Larsen Jensen', 'Trojan']]",[]
5,Winter Nationals,IM,Women,200,winter-nationals-complete-results.pdf,national-championships,"[['World', '2:06.12', '8/3/2015', 'Katinka Hosszu', 'HUN'], ['American', '2:06.15', '7/27/2009', 'Ariana Kukors', 'USA'], ['U.S. Open', '2:08.32', '7/29/2018', 'Kathleen Baker', 'Team Elite-NC']]",[]
6,Winter Nationals,IM,Men,200,winter-nationals-complete-results.pdf,national-championships,"[['World', '1:54.00', '7/28/2011', 'Ryan Lochte', 'USA'], ['American', '1:54.00', '7/28/2011', 'Ryan Lochte', 'USA'], ['U.S. Open', '1:54.56', '7/10/2009', 'Ryan Lochte', 'Daytona Beach']]",[]
7,Winter Nationals,Freestyle,Women,50,winter-nationals-complete-results.pdf,national-championships,"[['World', '23.67', '7/29/2017', 'Sarah Sjostrom', 'SWE'], ['American', '23.97', '7/30/2017', 'Simone Manuel', 'USA'], ['U.S. Open', '24.10', '7/29/2018', 'Simone Manuel', 'Stanford Swimmin']]",[]
8,Winter Nationals,Freestyle,Men,50,winter-nationals-complete-results.pdf,national-championships,"[['World', '20.91', '12/18/2009', 'Cesar Cielo', 'Filho BRA'], ['American', '21.15', '7/29/2017', 'Caeleb Dressel', 'USA']]",[]
9,Winter Nationals,IM,Women,400,winter-nationals-complete-results.pdf,national-championships,"[['World', '4:26.36', '8/6/2016', 'Katinka Hosszu', 'HUN'], ['American', '4:31.12', '6/29/2008', 'Katie Hoff', 'North Baltimore'], ['U.S. Open', '4:31.07', '6/19/2015', 'Katinka Hosszu', 'HUN']]",[]
10,Winter Nationals,IM,Men,400,winter-nationals-complete-results.pdf,national-championships,"[['World', '4:03.84', '8/10/2008', 'Michael Phelps', 'USA'], ['American', '4:03.84', '8/10/2008', 'Michael Phelps', 'USA'], ['U.S. Open', '4:05.25', '6/29/2008', 'Michael Phelps', 'Club Wolverine']]",[]
11,Winter Nationals,Butterfly,Women,100,winter-nationals-complete-results.pdf,national-championships,"[['World', '55.48', '8/7/2016', 'Sarah Sjostrom', 'SWE'], ['American', '55.98', '7/29/2012', 'Dana Vollmer', 'USA Olympic Team'], ['U.S. Open', '56.38', '1/15/2016', 'Sarah Sjostrom', 'SWE']]",[]
12,Winter Nationals,Butterfly,Men,100,winter-nationals-complete-results.pdf,national-championships,"[['World', '49.82', '8/1/2009', 'Michael Phelps', 'USA'], ['American', '49.82', '8/1/2009', 'Michael Phelps', 'USA'], ['U.S. Open', '50.22', '7/9/2009', 'Michael Phelps', 'North Baltimore']]",[]
13,Winter Nationals,Freestyle,Women,200,winter-nationals-complete-results.pdf,national-championships,"[['World', '1:52.98', '7/29/2009', 'Federica Pellegrini', 'ITA'], ['American', '1:53.61', '7/31/2012', 'Allison Schmitt', 'USA Olympic Team'], ['U.S. Open', '1:54.40', '6/28/2012', 'Allison Schmitt', 'North Baltimore']]",[]
14,Winter Nationals,Freestyle,Men,200,winter-nationals-complete-results.pdf,national-championships,"[['World', '1:42.00', '7/28/2009', 'Paul Biedermann', 'GER'], ['American', '1:42.96', '8/12/2008', 'Michael Phelps', 'USA'], ['U.S. Open', '1:44.10', '7/1/2008', 'Michael Phelps', 'Club Wolverine']]",[]
15,Winter Nationals,Breaststroke,Women,100,winter-nationals-complete-results.pdf,national-championships,"[['World', '1:04.13', '7/25/2017', 'Lilly King', 'USA'], ['American', '1:04.13', '7/25/2017', 'Lilly King', 'USA'], ['U.S. Open', '1:04.45', '8/7/2009', 'Jessica Hardy', 'Trojan']]",[]
16,Winter Nationals,Breaststroke,Men,100,winter-nationals-complete-results.pdf,national-championships,"[['World', '57.10', '8/4/2018', 'Adam Peaty', 'GBR'], ['American', '58.64', '7/23/2017', 'Kevin Cordes', 'USA'], ['U.S. Open', '58.74', '6/30/2017', 'Kevin Cordes', 'Unattached-SE']]",[]
17,Winter Nationals,Backstroke,Women,100,winter-nationals-complete-results.pdf,national-championships,"[['World', '58.00', '7/28/2018', 'Kathleen Baker', 'Team Elite-NC'], ['American', '58.00', '7/28/2018', 'Kathleen Baker', 'Team Elite-NC'], ['U.S. Open', '58.00', '7/28/2018', 'Kathleen Baker', 'Team Elite-NC']]",[]
18,Winter Nationals,Backstroke,Men,100,winter-nationals-complete-results.pdf,national-championships,"[['World', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['American', '51.85', '8/13/2016', 'Ryan Murphy', 'USA'], ['U.S. Open', '51.94', '7/8/2009', 'Aaron Peirsol', 'Longhorn']]",[]
19,Winter Nationals,Freestyle,Women,1500,winter-nationals-complete-results.pdf,national-championships,"[['World', '15:20.48', '5/17/2018', 'Katie Ledecky', 'Stanford'], ['American', '15:20.48', '5/17/2018', 'Katie Ledecky', 'Stanford'], ['U.S. Open', '15:20.48', '5/17/2018', 'Katie Ledecky', 'Stanford']]",[]
20,Winter Nationals,Freestyle,Men,1500,winter-nationals-complete-results.pdf,national-championships,"[['World', '14:31.02', '8/4/2012', 'Yang Sun', 'CHN'], ['American', '14:39.48', '8/13/2016', 'Connor Jaeger', 'USA'], ['U.S. Open', '14:45.54', '7/6/2008', 'Peter Vanderkaay', 'Club Wolverine']]",[]
21,Winter Nationals,Backstroke,Women,200,winter-nationals-complete-results.pdf,national-championships,"[['World', '2:04.06', '8/3/2012', 'Missy Franklin', 'USA'], ['American', '2:04.06', '8/3/2012', 'Missy Franklin', 'USA Olympic Team'], ['U.S. Open', '2:05.68', '6/25/2013', 'Missy Franklin', 'Colorado STARS-C']]",[]
22,Winter Nationals,Backstroke,Men,200,winter-nationals-complete-results.pdf,national-championships,"[['World', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['American', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['U.S. Open', '1:53.08', '7/11/2009', 'Aaron Peirsol', 'Longhorn']]",[]
23,Winter Nationals,Freestyle,Women,100,winter-nationals-complete-results.pdf,national-championships,"[['World', '51.71', '7/23/2017', 'Sarah Sjostrom', 'SWE'], ['American', '52.27', '7/28/2017', 'Simone Manuel', 'USA'], ['U.S. Open', '52.54', '7/25/2018', 'Simone Manuel', 'Stanford Swimmin']]",[]
24,Winter Nationals,Freestyle,Men,100,winter-nationals-complete-results.pdf,national-championships,"[['World', '46.91', '7/30/2009', 'Cesar Cielo', 'Filho BRA'], ['American', '47.17', '7/27/2017', 'Caeleb Dressel', 'USA'], ['U.S. Open', '47.58', '7/2/2008', 'Jason Lezak', 'Rose Bowl']]",[]
25,Winter Nationals,Breaststroke,Women,200,winter-nationals-complete-results.pdf,national-championships,"[['World', '2:19.11', '8/1/2013', 'Rikke Moeller', 'Pedersen DEN'], ['American', '2:19.59', '8/2/2012', 'Rebecca Soni', 'USA Olympic Team'], ['U.S. Open', '2:20.38', '7/11/2009', 'Rebecca Soni', 'Trojan']]",[]
26,Winter Nationals,Breaststroke,Men,200,winter-nationals-complete-results.pdf,national-championships,"[['World', '2:06.67', '1/27/2017', 'Ippei Watanabe', 'JPN'], ['American', '2:07.17', '6/30/2016', 'Josh Prenot', 'Cal Aquatics'], ['U.S. Open', '2:07.17', '6/30/2016', 'Josh Prenot', 'Cal Aquatics']]",[]
27,Winter Nationals,Butterfly,Women,200,winter-nationals-complete-results.pdf,national-championships,"[['World', '2:01.81', '10/21/2009', 'Zige Liu', 'CHN'], ['American', '2:04.14', '7/30/2009', 'Mary Descenza', 'USA'], ['U.S. Open', '2:05.87', '7/25/2018', 'Hali Flickinger', 'Athens Bulldog-G']]",[]
28,Winter Nationals,Butterfly,Men,200,winter-nationals-complete-results.pdf,national-championships,"[['World', '1:51.51', '7/29/2009', 'Michael Phelps', 'USA'], ['American', '1:51.51', '7/29/2009', 'Michael Phelps', 'USA'], ['U.S. Open', '1:52.20', '7/2/2008', 'Michael Phelps', 'Club Wolverine']]",[]
115,Winter Nationals,Breaststroke Time Trial,Women,100,winter-nationals-complete-results.pdf,national-championships,[],[]
1,Compllete Results Lc Nationals 2017,Butterfly,Women,200,compllete-results-lc-nationals-2017.pdf,national-championships,"[['World', '2:01.81', '10/21/2009', 'Zige Liu', 'CHN'], ['American', '2:04.14', '7/30/2009', 'Mary Mohler', 'USA']]",[]
2,Compllete Results Lc Nationals 2017,Butterfly,Men,200,compllete-results-lc-nationals-2017.pdf,national-championships,"[['World', '1:51.51', '7/29/2009', 'Michael Phelps', 'USA'], ['American', '1:51.51', '7/29/2009', 'Michael Phelps', 'USA'], ['U.S. Open', '1:52.20', '7/2/2008', 'Michael Phelps', 'Club Wolverine']]",[]
3,Compllete Results Lc Nationals 2017,Freestyle,Women,100,compllete-results-lc-nationals-2017.pdf,national-championships,"[['American', '52.70', '8/11/2016', 'Simone Manuel', 'USA'], ['U.S. Open', '52.81', '6/27/2017', 'Mallory Comerford', 'Univ Louisville-']]",[]
4,Compllete Results Lc Nationals 2017,Freestyle,Men,100,compllete-results-lc-nationals-2017.pdf,national-championships,"[['World', '46.91', '7/30/2009', 'Cesar Cielo', 'Filho BRA'], ['American', '47.33', '7/30/2009', 'David Walters', 'USA'], ['U.S. Open', '47.58', '7/2/2008', 'Jason Lezak', 'Rose Bowl']]",[]
5,Compllete Results Lc Nationals 2017,Freestyle,Women,800,compllete-results-lc-nationals-2017.pdf,national-championships,"[['World', '8:04.79', '8/7/2016', 'Katie Ledecky', 'USA'], ['American', '8:04.79', '8/7/2016', 'Katie Ledecky', 'USA']]",[]
6,Compllete Results Lc Nationals 2017,Freestyle,Men,1500,compllete-results-lc-nationals-2017.pdf,national-championships,"[['World', '14:31.02', '8/4/2012', 'Yang Sun', 'CHN'], ['American', '14:39.48', '8/13/2016', 'Connor Jaeger', 'USA'], ['U.S. Open', '14:45.54', '7/6/2008', 'Peter Vanderkaay', 'Club Wolverine']]",[]
7,Compllete Results Lc Nationals 2017,Freestyle,Women,200,compllete-results-lc-nationals-2017.pdf,national-championships,"[['World', '1:52.98', '7/29/2009', 'Federica Pellegrini', 'ITA'], ['American', '1:53.61', '7/31/2012', 'Allison Schmitt', 'USA Olympic Team'], ['U.S. Open', '1:54.40', '6/28/2012', 'Allison Schmitt', 'North Baltimore']]",[]
8,Compllete Results Lc Nationals 2017,Freestyle,Men,200,compllete-results-lc-nationals-2017.pdf,national-championships,"[['World', '1:42.00', '7/26/2009', 'Paul Biedermann', 'GER'], ['American', '1:42.96', '8/12/2008', 'Michael Phelps', 'USA'], ['U.S. Open', '1:44.10', '7/1/2008', 'Michael Phelps', 'Club Wolverine']]",[]
9,Compllete Results Lc Nationals 2017,Breaststroke,Women,200,compllete-results-lc-nationals-2017.pdf,national-championships,"[['World', '2:19.11', '8/1/2013', 'Rikke Moeller', 'Pedersen DEN'], ['American', '2:19.59', '8/2/2012', 'Rebecca Soni', 'USA Olympic Team'], ['U.S. Open', '2:20.38', '7/11/2009', 'Rebecca Soni', 'Trojan']]",[]
10,Compllete Results Lc Nationals 2017,Breaststroke,Men,200,compllete-results-lc-nationals-2017.pdf,national-championships,"[['World', '2:06.67', '1/29/2017', 'Ippei Watanabe', 'JPN'], ['American', '2:07.17', '6/30/2016', 'Josh Prenot', 'Cal Aquatics'], ['U.S. Open', '2:07.17', '6/30/2016', 'Josh Prenot', 'Cal Aquatics']]",[]
11,Compllete Results Lc Nationals 2017,Backstroke,Women,200,compllete-results-lc-nationals-2017.pdf,national-championships,"[['World', '2:04.06', '8/3/2012', 'Missy Franklin', 'USA Olympic Team'], ['American', '2:04.06', '8/3/2012', 'Missy Franklin', 'USA Olympic Team'], ['U.S. Open', '2:05.68', '6/26/2013', 'Missy Franklin', 'Colorado STARS-C']]",[]
12,Compllete Results Lc Nationals 2017,Backstroke,Men,200,compllete-results-lc-nationals-2017.pdf,national-championships,"[['World', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['American', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['U.S. Open', '1:53.08', '7/11/2009', 'Aaron Peirsol', 'Longhorn']]",[]
13,Compllete Results Lc Nationals 2017,Butterfly,Women,50,compllete-results-lc-nationals-2017.pdf,national-championships,"[['American', '25.50', '7/11/2009', 'Dara Torres', 'Coral Springs'], ['U.S. Open', '25.50', '7/11/2009', 'Dara Torres', 'Coral Springs']]",[]
14,Compllete Results Lc Nationals 2017,Butterfly,Men,50,compllete-results-lc-nationals-2017.pdf,national-championships,"[['World', '22.43', '4/5/2009', 'Rafael Munoz', 'ESP'], ['American', '22.91', '7/18/2009', 'Bryan Lundquist', 'Rays'], ['U.S. Open', '22.91', '7/18/2009', 'Bryan Lundquist', 'Rays']]",[]
15,Compllete Results Lc Nationals 2017,IM,Women,400,compllete-results-lc-nationals-2017.pdf,national-championships,"[['World', '4:26.36', '8/6/2016', 'Katinka Hosszu', 'HUN'], ['American', '4:31.12', '6/29/2008', 'Katie Hoff', 'North Baltimore'], ['U.S. Open', '4:31.07', '6/19/2015', 'Katinka Hosszu', 'HUN']]",[]
16,Compllete Results Lc Nationals 2017,IM,Men,400,compllete-results-lc-nationals-2017.pdf,national-championships,"[['World', '4:03.84', '8/10/2008', 'Michael Phelps', 'USA'], ['American', '4:03.84', '8/10/2008', 'Michael Phelps', 'USA'], ['U.S. Open', '4:05.25', '6/29/2008', 'Michael Phelps', 'Club Wolverine']]",[]
17,Compllete Results Lc Nationals 2017,Butterfly,Women,100,compllete-results-lc-nationals-2017.pdf,national-championships,"[['World', '55.48', '8/7/2016', 'Sarah Sjostrom', 'SWE'], ['American', '55.98', '7/29/2012', 'Dana Vollmer', 'USA Olympic Team'], ['U.S. Open', '56.38', '1/15/2016', 'Sarah Sjostrom', 'SWE']]",[]
18,Compllete Results Lc Nationals 2017,Butterfly,Men,100,compllete-results-lc-nationals-2017.pdf,national-championships,"[['World', '49.82', '8/1/2009', 'Michael Phelps', 'USA'], ['American', '49.82', '8/1/2009', 'Michael Phelps', 'USA'], ['U.S. Open', '50.22', '7/9/2009', 'Michael Phelps', 'North Baltimore']]",[]
19,Compllete Results Lc Nationals 2017,Breaststroke,Women,50,compllete-results-lc-nationals-2017.pdf,national-championships,"[['World', '29.48', '8/3/2013', 'Ruta Meilutyte', 'LTU'], ['American', '29.66', '6/29/2017', 'Lilly King', 'Indiana Universi'], ['U.S. Open', '29.66', '6/29/2017', 'Lilly King', 'Indiana Universi']]",[]
20,Compllete Results Lc Nationals 2017,Breaststroke,Men,50,compllete-results-lc-nationals-2017.pdf,national-championships,"[['World', '26.42', '8/4/2015', 'Adam Peaty', 'GBR'], ['American', '26.76', '8/4/2015', 'Kevin Cordes', 'USA'], ['U.S. Open', '26.86', '3/3/2017', 'Adam Peaty', 'GBR']]",[]
21,Compllete Results Lc Nationals 2017,Backstroke,Women,50,compllete-results-lc-nationals-2017.pdf,national-championships,"[['World', '27.06', '7/26/2009', 'Jing Zhao', 'CHN'], ['American', '27.51', '6/19/2015', 'Natalie Coughlin', 'California Aquat'], ['U.S. Open', '27.51', '6/19/2015', 'Natalie Coughlin', 'California Aquat']]",[]
22,Compllete Results Lc Nationals 2017,Backstroke,Men,50,compllete-results-lc-nationals-2017.pdf,national-championships,"[['World', '24.04', '8/2/2009', 'Liam Tancock', 'Great Britain'], ['American', '24.33', '12/5/2008', 'Randall Bal', 'USA'], ['U.S. Open', '24.36', '8/6/2015', 'Junya Koga', 'Club Wolverine']]",[]
